CAS-RN,SMILES,train/test,LC50,CIC0,SM1_Dz(Z),GATS1i,NdsCH,NdssC,MLOGP
872-31-1,Brc1cscc1,train,4.421,1.417,0.898,0.648,0,0,2.042
874-42-0,O=Cc1ccc(cc1Cl)Cl,train,4.988,2.118,0.934,0.913,1,0,2.956
88-06-2,Clc1cc(Cl)c(c(c1)Cl)O,train,4.499,1.925,1.16,0.801,0,0,3.314
88-68-6,NC(=O)c1ccccc1N,train,2.537,2.536,0.429,0.871,0,1,1.237
88-72-2,O=N(=O)c1ccccc1C,train,3.568,2.43,0.496,0.946,0,0,2.241
88-73-3,O=N(=O)c1ccccc1Cl,train,3.731,1.822,0.829,0.834,0,0,2.509
88-75-5,O=N(=O)c1ccccc1O,train,2.939,2.125,0.638,0.831,0,0,1.348
88-85-7,CCC(c1cc(cc(c1O)N(=O)=O)N(=O)=O)C,train,6.236,3.098,0.93,1.075,0,0,2.702
882-33-7,c1ccc(cc1)SSc1ccccc1,train,6.298,3.26,0.811,0.702,0,0,4.412
886-86-2,CCOC(=O)c1cccc(c1)N,train,3.522,2.982,0.496,1.151,0,1,1.783
88963-39-7,Clc1ccc(c(c1Cl)N)Cl,test,4.730,2.019,1.126,0.793,0,0,3.314
89-62-3,Cc1ccc(c(c1)N(=O)=O)N,train,3.789,2.508,0.58,0.941,0,0,1.701
89-83-8,Cc1ccc(c(c1)O)C(C)C,train,4.672,3.461,0.223,1.12,0,0,2.813
89-98-5,O=Cc1ccccc1Cl,test,4.750,2.233,0.64,0.92,1,0,2.37
90-02-8,O=Cc1ccccc1O,train,4.725,2.477,0.405,0.876,1,0,1.667
90-12-0,Cc1cccc2c1cccc2,test,4.199,3.394,0,0.868,0,0,3.677
90-13-1,Clc1cccc2c1cccc2,train,4.849,2.937,0.499,0.8,0,0,3.945
90-15-3,Oc1cccc2c1cccc2,train,4.538,3.012,0.223,0.76,0,0,2.637
90-43-7,Oc1ccccc1c1ccccc1,train,4.507,3.315,0.223,0.799,0,0,3.127
90-59-5,O=Cc1cc(Br)cc(c1O)Br,test,5.518,2.11,1.15,0.72,1,0,3.157
9002-93-1,OCCOc1ccc(cc1)C(CC(C)(C)C)(C)C,test,4.668,4.278,0.405,1.345,0,0,3.546
91-20-3,c1ccc2c(c1)cccc2,train,4.322,3.179,0,0.805,0,0,3.386
91-22-5,c1ccc2c(c1)nccc2,train,3.448,2.834,0.134,1.009,0,0,2.066
91-23-6,COc1ccccc1N(=O)=O,train,2.904,2.448,0.638,1.121,0,0,1.701
91-65-6,CCN(C1CCCCC1)CC,test,3.861,3.921,0.134,1.789,0,0,2.502
91-66-7,CCN(c1ccccc1)CC,train,3.959,3.532,0.134,1.518,0,0,2.813
91-88-3,OCCN(c1cccc(c1)C)CC,train,3.530,3.585,0.331,1.491,0,0,2.224
91-94-1,Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N,train,5.107,3.086,0.948,0.751,0,0,3.586
92-52-4,c1ccc(cc1)c1ccccc1,train,4.809,3.465,0,0.837,0,0,3.876
92-69-3,Oc1ccc(cc1)c1ccccc1,train,4.440,3.315,0.223,0.799,0,0,3.127
920-66-1,OC(C(F)(F)F)C(F)(F)F,train,2.838,1.855,1.179,1.44,0,0,1.587
924-41-4,C=CCC(C=C)O,train,3.411,2.866,0.223,1.288,2,0,1.335
927-74-2,OCCC#C,train,3.288,2.137,0.223,1.179,0,0,0.655
93-89-0,CCOC(=O)c1ccccc1,train,4.247,3.036,0.405,1.205,0,1,2.351
93-91-4,O=C(c1ccccc1)CC(=O)C,train,5.169,3.111,0.405,1.05,0,2,1.756
932-16-1,CC(=O)c1cccn1C,test,2.895,2.677,0.331,1.582,0,1,0.586
935-95-5,Clc1cc(Cl)c(c(c1Cl)O)Cl,test,5.348,1.962,1.345,0.783,0,0,3.617
937-20-2,ClCC(=O)c1ccc(cc1)Cl,train,4.208,2.442,0.934,0.984,0,1,2.991
939-23-1,c1ccc(cc1)c1ccncc1,test,3.984,3.171,0.134,1.011,0,0,2.186
94-09-7,CCOC(=O)c1ccc(cc1)N,train,3.665,2.982,0.496,1.151,0,1,1.783
94-62-2,O=C(N1CCCCC1)C=CC=Cc1ccc2c(c1)OCO2,train,4.561,3.874,0.638,1.352,4,1,2.575
94-67-7,ON=Cc1ccccc1O,train,4.628,2.43,0.496,0.83,1,0,1.132
94-75-7,OC(=O)COc1ccc(cc1Cl)Cl,train,2.839,2.435,1.113,1.109,0,1,2.354
94-81-5,OC(=O)CCCOc1ccc(cc1C)Cl,train,4.262,3.247,0.874,1.221,0,1,2.659
94-82-6,OC(=O)CCCOc1ccc(cc1Cl)Cl,test,4.141,2.928,1.113,1.185,0,1,2.927
944-22-9,CCP(=S)(Sc1ccccc1)OCC,train,5.354,3.235,1.131,0.996,0,0,2.723
945-51-7,O=S(c1ccccc1)c1ccccc1,train,3.365,3.177,0.629,0.871,0,0,3.315
95-01-2,O=Cc1ccc(cc1O)O,train,4.023,2.495,0.56,0.835,1,0,1.099
95-16-9,c1ccc2c(c1)scn2,train,3.325,2.233,0.57,0.883,0,0,1.501
95-47-6,Cc1ccccc1C,train,3.811,3.179,0,1.063,0,0,2.942
95-48-7,Cc1ccccc1O,train,3.897,2.728,0.223,0.953,0,0,1.859
95-49-8,Cc1ccccc1Cl,test,4.230,2.62,0.499,0.99,0,0,3.21
95-50-1,Clc1ccccc1Cl,train,4.194,2.126,0.83,0.899,0,0,3.478
95-51-2,Nc1ccccc1Cl,test,4.353,2.216,0.582,0.839,0,0,2.127
95-52-3,Cc1ccccc1F,train,3.753,2.62,0.288,0.839,0,0,3.045
95-53-4,Cc1ccccc1N,train,3.120,2.834,0.134,0.95,0,0,1.859
95-57-8,Oc1ccccc1Cl,train,3.995,2.086,0.64,0.838,0,0,2.127
95-63-6,Cc1ccc(c(c1)C)C,train,4.192,3.407,0,1.111,0,0,3.259
95-65-8,Oc1ccc(c(c1)C)C,test,3.920,3.012,0.223,1.023,0,0,2.193
95-73-8,Clc1ccc(c(c1)Cl)C,train,4.540,2.477,0.83,0.983,0,0,3.795
95-75-0,Cc1ccc(c(c1)Cl)Cl,train,4.743,2.477,0.83,0.983,0,0,3.795
95-76-1,Nc1ccc(c(c1)Cl)Cl,train,4.332,2.08,0.891,0.816,0,0,2.729
95-80-7,Nc1ccc(c(c1)N)C,train,1.935,2.888,0.251,0.944,0,0,1.246
95-82-9,Clc1ccc(c(c1)N)Cl,train,4.989,2.08,0.891,0.816,0,0,2.729
95-94-3,Clc1cc(Cl)c(cc1Cl)Cl,train,5.815,2.126,1.278,0.896,0,0,4.634
95-95-4,Clc1cc(Cl)c(cc1O)Cl,train,5.192,1.925,1.16,0.801,0,0,3.314
955-83-9,c1ccc(cc1)c1ccc(o1)c1ccccc1,train,6.644,3.69,0.223,0.883,0,0,3.887
957-51-7,CN(C(=O)C(c1ccccc1)c1ccccc1)C,test,3.698,3.814,0.331,1.225,0,1,3.345
96-05-9,C=CCOC(=O)C(=C)C,train,5.105,2.888,0.405,1.472,1,2,1.522
96-09-3,O1CC1c1ccccc1,train,4.050,2.824,0.223,1.051,0,0,1.533
96-13-9,OCC(CBr)Br,train,3.487,1.855,1.067,1.244,0,0,1.587
96-17-3,CC(C=O)CC,test,3.937,2.802,0.223,1.6,1,0,1.064
96-18-4,ClCC(CCl)Cl,train,3.408,1.92,1.079,1.738,0,0,2.604
96-22-0,CCC(=O)CC,train,1.748,2.802,0.223,1.6,0,1,1.064
96-29-7,CC(=NO)CC,train,2.014,2.435,0.331,1.532,0,1,0.586
96-80-0,OCCN(C(C)C)C(C)C,train,2.859,3.611,0.331,2.017,0,0,1.393
97-02-9,O=N(=O)c1ccc(c(c1)N(=O)=O)N,train,4.084,2.215,0.887,0.888,0,0,1.395
97-23-4,Oc1ccc(cc1Cc1cc(Cl)ccc1O)Cl,train,5.939,3.16,1.028,0.809,0,0,3.842
97-53-0,C=CCc1ccc(c(c1)OC)O,train,3.835,3.26,0.405,1.151,1,0,2.11
98-01-1,O=Cc1ccco1,test,3.660,1.965,0.405,1.169,1,0,-0.145
98-03-3,O=Cc1cccs1,train,3.460,1.783,0.629,0.75,1,0,0.736
98-16-8,Nc1cccc(c1)C(F)(F)F,train,3.769,2.348,0.762,0.85,0,0,2.621
98-54-4,CC(c1ccc(cc1)O)(C)C,train,4.463,3.461,0.223,1.12,0,0,2.813
98-82-8,CC(c1ccccc1)C,train,4.279,3.407,0,1.111,0,0,3.259
98-86-2,CC(=O)c1ccccc1,train,2.870,2.824,0.223,1,0,1,2.102
98-88-4,ClC(=O)c1ccccc1,train,3.615,2.233,0.64,0.92,0,1,2.102
98-95-3,O=N(=O)c1ccccc1,train,3.022,2.08,0.496,0.858,0,0,1.887
98434-34-5,COc1c(N(=O)=O)c(C=O)cc(c1O)Br,train,3.575,2.434,1.17,0.996,1,0,1.391
99-03-6,Nc1cccc(c1)C(=O)C,train,2.550,2.765,0.331,0.951,0,1,1.49
99-08-1,Cc1cccc(c1)N(=O)=O,test,3.660,2.43,0.496,0.946,0,0,2.241
99-35-4,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,train,5.303,2.252,1.075,0.885,0,0,2.005
99-52-5,O=N(=O)c1ccc(c(c1)C)N,train,3.242,2.508,0.58,0.941,0,0,1.701
99-55-8,O=N(=O)c1ccc(c(c1)N)C,train,3.345,2.508,0.58,0.941,0,0,1.701
99-61-6,O=Cc1cccc(c1)N(=O)=O,train,4.416,2.251,0.638,0.871,1,0,1.61
99-65-0,O=N(=O)c1cccc(c1)N(=O)=O,train,4.239,2.094,0.827,0.86,0,0,1.886
99-86-5,CC1=CC=C(CC1)C(C)C,train,4.638,3.739,0,1.25,2,2,3.267
99-97-8,Cc1ccc(cc1)N(C)C,train,3.415,3.332,0.134,1.519,0,0,2.51
99-99-0,Cc1ccc(cc1)N(=O)=O,train,3.441,2.43,0.496,0.946,0,0,2.241
999-61-1,CC(COC(=O)C=C)O,test,4.590,2.815,0.56,1.585,1,1,0.43
127-08-2/64-19-7,CC(=O)O,train,2.661,1.5,0.405,1.669,0,1,-0.386
141-05-9/623-91-6,CCOC(=O)C=CC(=O)OCC,train,4.282,3.126,0.693,1.69,2,2,1.024
1490-04-6/2216-51-5,CC1CCC(C(C1)O)C(C)C,train,3.919,3.86,0.223,1.429,0,0,2.502
1918-02-1/2545-60-0,OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,train,3.350,1.814,1.316,1.074,0,1,1.119
22212-55-1/33878-50-1,CCOC(=O)C(N(C(=O)c1ccccc1)c1ccc(c(c1)Cl)Cl)C,train,5.749,3.69,1.159,1.295,0,2,4.449
51630-58-1/66230-04-4,N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)Cl)C(C)C,test,8.916,4.211,0.932,1.045,0,1,4.832
57-15-8/6001-64-5,CC(C(Cl)(Cl)Cl)(O)C,test,3.130,2.16,1.16,1.607,0,0,1.94
584-79-2/28434-00-6,C=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C,test,6.683,4.327,0.56,1.254,2,5,3.399
60-57-1/72-20-8,ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C1C2O1)(Cl)Cl)Cl,test,8.433,3.057,1.636,0.995,0,2,4.452
76-29-9/10293-06-8,BrC1C(=O)C2(C(C1CC2)(C)C)C,test,3.529,3.401,0.732,1.185,0,1,2.791
87-86-5/131-52-2,Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl,train,6.093,2.086,1.501,0.766,0,0,3.909
928-96-1/928-97-2,OCCC=CCC,train,2.494,3.08,0.223,1.462,2,0,1.442
98-04-4/28001-58-3,C[N+](c1ccccc1)(C)C,train,3.017,3.41,0.134,1.722,0,0,-1.174
2310-17-0,c12c(cc(Cl)cc1)OC(=O)N2CSP(=S)(OCC)OCC,test,6.238,3.101,1.535,1.326,0,1,1.655
26530-20-1,C1(=O)C=CSN1CCCCCCCC,train,6.183,3.599,0.702,1.514,2,1,3.247
314-40-9,C1(=O)C(Br)=C(C)NC(=O)N1C(C)CC,train,3.152,2.986,0.961,1.669,0,4,1.798
3347-22-6,C12C(=O)c3c(C(=O)C=1SC(C#N)=C(C#N)S2)cccc3,train,6.254,2.804,1.11,0.618,0,6,1.317
51235-04-2,C1(=O)N(C2CCCCC2)C(=O)N(C)C(N(C)C)=N1,train,2.964,3.67,0.728,2.11,0,3,2.288
525-82-6,C1(=O)c2c(cccc2)OC(c2ccccc2)=C1,train,4.803,3.475,0.405,0.875,1,2,3.148
58-08-2,CN1c2ncn(C)c2C(=O)N(C)C1=O,train,3.109,2.801,0.728,2.226,0,2,0.736
59756-60-4,c1(C2C(=O)C(c3cc(C(F)(F)F)ccc3)=CN(C)C=2)ccccc1,train,4.040,3.652,0.872,0.867,2,3,3.983
66-76-2,C1(O)c2c(cccc2)OC(=O)C=1CC1C(=O)Oc2c(C=1O)cccc2,train,4.818,3.763,0.916,0.878,0,6,2.918
86-50-0,C1(=O)c2c(cccc2)N=NN1CSP(=S)(OC)OC,train,5.317,2.831,1.393,1.077,0,1,0.906
96489-71-3,C1(=O)C(Cl)=C(SCc2ccc(C(C)(C)C)cc2)C=NN1C(C)(C)C,test,8.201,4.057,1.032,1.183,1,3,4.754
