Name	ISIZ	IAC	AAC	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	RDSUM	Har	QW	TI1	TI2	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	IDE	IDM	IDDE	IDDM	IDET	IDMT	IVDE	IVDM	HVcpx	HDcpx	Uindex	Vindex	Xindex	Yindex	IC0	TIC0	SIC0	CIC0	BIC0	IC1	TIC1	SIC1	CIC1	BIC1	IC2	TIC2	SIC2	CIC2	BIC2	IC3	TIC3	SIC3	CIC3	BIC3	IC4	TIC4	SIC4	CIC4	BIC4	IC5	TIC5	SIC5	CIC5	BIC5	LP1	STN	Eig1Z	Eig1m	Eig1v	Eig1e	Eig1p	SEigZ	SEigm	SEigv	SEige	SEigp	AEigZ	AEigm	AEigv	AEige	AEigp	VEA1	VEA2	VRA1	VRA2	VED1	VED2	VRD1	VRD2	VEZ1	VEZ2	VRZ1	VRZ2	VEm1	VEm2	VRm1	VRm2	VEv1	VEv2	VRv1	VRv2	VEe1	VEe2	VRe1	VRe2	VEp1	VEp2	VRp1	VRp2	NGS	MPC03	MPC04	MPC05	MPC06	MPC07	MPC08	MPC09	MPC10	piPC03	piPC04	piPC05	piPC06	piPC07	piPC08	piPC09	piPC10	TPC	piID	PCR	PCD	CID	BID	D/Dr03	D/Dr04	D/Dr05	D/Dr06	D/Dr07	D/Dr08	D/Dr09	D/Dr10	D/Dr11	D/Dr12	T(N..N)	T(N..O)	T(N..S)	T(N..P)	T(N..F)	T(N..Cl)	T(N..Br)	T(N..I)	T(O..O)	T(O..S)	T(O..P)	T(O..F)	T(O..Cl)	T(O..Br)	T(O..I)	T(S..S)	T(S..P)	T(S..F)	T(S..Cl)	T(S..Br)	T(S..I)	T(P..P)	T(P..F)	T(P..Cl)	T(P..Br)	T(P..I)	T(F..F)	T(F..Cl)	T(F..Br)	T(F..I)	T(Cl..Cl)	T(Cl..Br)	T(Cl..I)	T(Br..Br)	T(Br..I)	T(I..I)	Activity	
100-40-3	86.439	19.419	.971	34	52	36	52	4	5.257	1.846	1.929	.072	16	1	7	22.062	16	.339	280	370	234	394	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	56.5	56.5	56.5	56.5	56.5	2.125	2.371	2.371	2.371	2.371	2.371	.569	.75	2.611	22.519	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	5.138	3.208	2.28	1.643	1.031	.643	.642	.401	.253	.164	.103	.064	5.82	3.932	2.912	2.302	1.595	1.105	23.591	1.989	32.455	17.368	5.614	2.707	1.497	1.899	1.203	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1	3.311	2.172	1.299	12.001	.573	.796	1.782	.971	19.419	.225	3.351	.218	1.695	33.909	.392	2.626	.38	2.971	59.419	.687	1.351	.666	3.684	73.684	.852	.638	.826	3.922	78.439	.907	.4	.879	3.922	78.439	.907	.4	.879	2.136	1.792	14.357	14.357	14.357	14.357	14.357	0	0	0	0	0	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.808	.351	23.686	2.961	2.808	.351	23.686	2.961	2.808	.351	23.686	2.961	2.808	.351	23.686	2.961	2.808	.351	23.686	2.961	9	10	10	10	4	2	0	0	0	15	17	21	12	8	0	0	0	61	103	1.689	.474	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100-41-4	75.059	17.839	.991	34	66	36	70	4	5.257	1.846	1.929	.072	16	1	7	22.062	16	.339	280	402	234	429	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	49	49	49	49	49	2.125	2.832	2.832	2.832	2.832	2.832	.36	.162	1.234	18.008	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	5.094	2.971	1.839	1.251	.714	.407	.637	.371	.204	.125	.071	.041	5.82	3.932	2.912	2.302	1.595	1.105	23.591	1.989	32.455	16.817	5.359	2.509	1.353	1.681	1.114	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1.549	3.389	2.172	1.299	12.001	.573	.796	1.782	.991	17.839	.238	3.179	.226	1.679	30.23	.403	2.49	.382	2.774	49.939	.665	1.396	.632	3.197	57.549	.767	.973	.728	3.35	60.304	.803	.82	.763	3.35	60.304	.803	.82	.763	2.136	1.792	12.768	12.768	12.768	12.768	12.768	0	0	0	0	0	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.782	.348	24.44	3.055	2.782	.348	24.44	3.055	2.782	.348	24.44	3.055	2.782	.348	24.44	3.055	2.782	.348	24.44	3.055	9	10	10	10	4	2	0	0	0	27.75	41.625	62.438	25.313	15.188	0	0	0	61	208.813	3.423	1.667	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100-44-7	58.603	19.3	1.287	34	65.605	36	69.556	4	5.257	1.846	1.929	.072	16.333	1	7	22.062	16	.339	280	396.716	234	414.111	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	44.471	44.372	48.765	47.532	47.651	2.125	3.042	3.047	2.842	2.896	2.891	.888	1.416	2.859	20.145	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	5.228	3.066	1.886	1.306	.745	.425	.653	.383	.21	.131	.075	.043	6.32	4.285	3.116	2.591	1.8	1.25	27.48	1.989	32.455	18.641	5.64	2.726	1.512	1.922	1.15	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1.549	3.389	2.172	1.299	12.001	.573	.796	1.782	1.287	19.3	.329	2.62	.309	1.823	27.342	.467	2.084	.437	2.549	38.239	.653	1.358	.611	3.057	45.848	.782	.85	.733	3.24	48.603	.829	.667	.777	3.24	48.603	.829	.667	.777	2.136	1.792	11.492	11.465	12.701	12.348	12.382	.647	.661	.034	.21	.193	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.797	.35	24.054	3.007	2.797	.35	24.044	3.006	2.783	.348	24.422	3.053	2.787	.348	24.327	3.041	2.787	.348	24.337	3.042	9	10	10	10	4	2	0	0	0	27.75	41.625	62.438	25.313	15.188	0	0	0	61	208.813	3.423	1.667	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
100-47-0	48.106	16.845	1.296	34	102	36	96	4	5.257	1.846	1.929	.072	16.5	1	7	22.062	16	.339	280	558	234	799	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	44	44	45.358	44.006	45.733	2.125	3.067	3.067	2.998	3.066	2.98	.951	2.288	4.575	20.092	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	4.334	2.384	1.478	.903	.513	.291	.542	.298	.164	.09	.051	.029	5.82	3.932	2.912	2.302	1.595	1.105	23.945	1.989	32.455	19.998	4.863	2.134	1.087	1.297	.894	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	.811	3.717	2.172	1.299	12.001	.573	.796	1.782	1.296	16.845	.35	2.405	.311	1.614	20.986	.436	2.086	.387	2.288	29.741	.618	1.413	.549	2.873	37.351	.776	.827	.689	3.085	40.106	.834	.615	.74	3.085	40.106	.834	.615	.74	2.136	1.792	11.253	11.253	11.542	11.254	11.622	.143	.143	-.439	.14	-.6	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.803	.35	23.856	2.982	2.803	.35	23.856	2.982	2.802	.35	23.889	2.986	2.803	.35	23.856	2.982	2.802	.35	23.896	2.987	9	10	10	10	4	2	0	0	0	33.75	50.625	75.938	45.563	45.563	0	0	0	61	291.938	4.786	2.604	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100-51-6	64	20.349	1.272	34	90	36	78	4	5.257	1.846	1.929	.072	17	1	7	22.062	16	.339	280	514	234	697	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	47.25	47.254	55.672	47.261	57.362	2.125	2.909	2.909	2.579	2.908	2.523	1.36	2.538	5.075	28.861	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	4.541	2.58	1.644	1.025	.583	.332	.568	.323	.183	.103	.058	.033	5.82	3.932	2.912	2.302	1.595	1.105	24.298	1.989	32.455	18	5.321	2.48	1.332	1.649	.968	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1.549	3.389	2.172	1.299	12.001	.573	.796	1.782	1.272	20.349	.318	2.728	.299	2.046	32.739	.512	1.954	.482	2.727	43.635	.682	1.273	.642	3.203	51.245	.801	.797	.754	3.375	54	.844	.625	.795	3.375	54	.844	.625	.795	2.136	1.792	12.268	12.269	14.726	12.271	15.23	.25	.249	-.953	.248	-1.195	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.788	.348	24.304	3.038	2.788	.348	24.305	3.038	2.764	.346	24.835	3.104	2.788	.348	24.305	3.038	2.761	.345	24.911	3.114	9	10	10	10	4	2	0	0	0	27.75	41.625	62.438	25.313	15.188	0	0	0	61	208.813	3.423	1.667	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100-52-7	53.303	18.142	1.296	34	106	36	90	4	5.257	1.846	1.929	.072	17	1	7	22.062	16	.339	280	568	234	816	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	40.625	40.627	44.836	40.63	45.681	2.125	3.307	3.307	3.073	3.307	3.031	1.167	3.006	6.013	22.295	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	4.372	2.435	1.529	.936	.532	.302	.547	.304	.17	.094	.053	.03	5.82	3.932	2.912	2.302	1.595	1.105	24.298	1.989	32.455	19.31	5.041	2.267	1.18	1.428	.913	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1.299	3.639	2.172	1.299	12.001	.573	.796	1.782	1.296	18.142	.34	2.512	.308	1.727	24.184	.454	2.08	.41	2.496	34.938	.655	1.312	.593	3.039	42.548	.798	.768	.722	3.236	45.303	.85	.571	.769	3.236	45.303	.85	.571	.769	2.136	1.792	10.388	10.389	11.416	10.389	11.626	.25	.249	-.953	.248	-1.195	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.804	.351	23.823	2.978	2.804	.351	23.823	2.978	2.796	.349	24.068	3.008	2.804	.35	23.823	2.978	2.794	.349	24.106	3.013	9	10	10	10	4	2	0	0	0	36	54	81	53.156	45.563	0	0	0	61	311.219	5.102	2.821	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100-61-8	69.487	21.306	1.253	34	78	36	80	4	5.257	1.846	1.929	.072	16.5	1	7	22.062	16	.339	280	446	234	523	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	46.286	46.288	57.343	46.335	60.4	2.125	2.973	2.973	2.478	2.97	2.371	.507	.527	1.19	16.975	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	4.887	2.661	1.616	1.062	.605	.344	.611	.333	.18	.106	.06	.034	5.82	3.932	2.912	2.302	1.595	1.105	24.149	1.989	32.455	17.392	5.321	2.48	1.332	1.649	.998	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1.549	3.389	2.172	1.299	12.001	.573	.796	1.782	1.253	21.306	.307	2.834	.29	1.763	29.977	.431	2.324	.408	2.278	38.732	.557	1.809	.527	3.175	53.977	.777	.912	.735	3.337	56.732	.816	.75	.772	3.337	56.732	.816	.75	.772	2.136	1.792	12	12	15.175	12.014	16.069	.143	.143	-.439	.14	-.6	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.788	.349	24.286	3.036	2.788	.349	24.286	3.036	2.766	.346	24.815	3.102	2.788	.349	24.289	3.036	2.761	.345	24.923	3.115	9	10	10	10	4	2	0	0	0	27.75	41.625	62.438	25.313	15.188	0	0	0	61	208.813	3.423	1.667	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100-64-1	80.711	27.147	1.429	34	86	36	77	4	5.257	1.846	1.929	.072	17.5	1	7	22.062	16	.339	280	480	234	559	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	54.643	54.648	73.31	54.681	79.179	2.125	2.448	2.448	1.942	2.447	1.829	.684	2.279	4.886	24.694	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	4.93	3.131	2.227	1.572	1.06	.713	.616	.391	.247	.157	.106	.071	5.82	3.932	2.912	2.302	1.595	1.105	24.856	1.989	32.455	16.277	5.767	2.827	1.586	2.038	1.174	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1.549	3.078	2.172	1.299	12.001	.573	.796	1.782	1.429	27.147	.336	2.819	.331	1.889	35.882	.445	2.359	.437	2.144	40.736	.505	2.104	.496	2.8	53.201	.659	1.448	.648	3.09	58.711	.727	1.158	.715	3.09	58.711	.727	1.158	.715	2.136	1.792	13.953	13.954	19.359	13.963	21.208	.393	.392	-1.392	.389	-1.795	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.807	.351	23.682	2.96	2.807	.351	23.683	2.96	2.762	.345	24.85	3.106	2.807	.351	23.685	2.961	2.75	.344	25.109	3.139	9	10	10	10	4	2	0	0	0	14	14	14	8	4	0	0	0	61	83	1.361	.248	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
100-65-2	58.603	23.442	1.563	34	102	36	96	4	5.257	1.846	1.929	.072	17.5	1	7	22.062	16	.339	280	558	234	799	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	44.786	44.791	66.945	44.84	73.779	2.125	3.046	3.046	2.21	3.043	2.043	.951	2.288	4.575	20.092	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	4.334	2.384	1.478	.903	.513	.291	.542	.298	.164	.09	.051	.029	5.82	3.932	2.912	2.302	1.595	1.105	24.856	1.989	32.455	18.641	5.283	2.45	1.311	1.618	.894	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1.549	3.389	2.172	1.299	12.001	.573	.796	1.782	1.563	23.442	.4	2.344	.375	2.359	35.384	.604	1.548	.566	2.683	40.239	.687	1.224	.643	3.19	47.848	.816	.717	.765	3.374	50.603	.863	.533	.809	3.374	50.603	.863	.533	.809	2.136	1.792	11.586	11.587	18.193	11.601	20.357	.393	.392	-1.392	.389	-1.795	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.793	.349	24.166	3.021	2.793	.349	24.166	3.021	2.743	.343	25.288	3.161	2.793	.349	24.169	3.021	2.732	.341	25.507	3.188	9	10	10	10	4	2	0	0	0	27.75	41.625	62.438	25.313	15.188	0	0	0	61	208.813	3.423	1.667	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
100-74-3	92.239	28.623	1.363	34	82	36	64	4	5.257	1.846	1.929	.072	17.5	1	7	22.062	16	.339	280	424	234	438	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	56.607	56.618	87.069	56.702	94.551	2.125	2.409	2.409	1.559	2.405	1.434	.576	1.66	4.476	21.296	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	5.391	3.233	2.047	1.551	.917	.494	.674	.404	.227	.155	.092	.049	5.82	3.932	2.912	2.302	1.595	1.105	25.203	1.989	32.455	15.289	6.048	3.05	1.753	2.306	1.212	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	1.061	2.953	2.172	1.299	12.001	.573	.796	1.782	1.363	28.623	.31	3.029	.31	1.78	37.378	.405	2.612	.405	2.856	59.974	.65	1.536	.65	3.214	67.484	.732	1.179	.732	3.404	71.484	.775	.988	.775	3.404	71.484	.775	.988	.775	2.136	1.792	14.623	14.625	22.13	14.646	23.98	.393	.392	-1.392	.389	-1.795	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.793	.349	24.1	3.013	2.794	.349	24.1	3.013	2.799	.35	24.013	3.002	2.794	.349	24.1	3.012	2.799	.35	23.995	2.999	9	10	10	10	4	2	0	0	0	10	10	10	4	2	0	0	0	61	61	1	0	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
100-75-4	75.059	28.23	1.568	34	106	36	91	4	5.257	1.846	1.929	.072	18	1	7	22.062	16	.339	280	534	234	645	7.804	4.796	64	2.286	15.783	11.255	48.167	0	1.481	61	6.267	124	368	4.395	16.257	184	53.066	53.073	87.156	53.186	98.209	2.125	2.518	2.518	1.584	2.512	1.421	.635	2.836	5.672	24.28	5.82	3.932	2.912	2.302	1.595	1.105	.727	.491	.324	.23	.16	.111	4.838	3.015	2.096	1.448	.959	.632	.605	.377	.233	.145	.096	.063	5.82	3.932	2.912	2.302	1.595	1.105	25.468	1.989	32.455	16.817	5.704	2.776	1.549	1.979	1.131	.525	.301	.145	.068	.667	60	31	3.875	.656	2	12	32	10	3	1.125	1.561	2.06	4.642	2.156	2.978	57.67	297.106	.811	3.156	2.172	1.299	12.001	.573	.796	1.782	1.568	28.23	.376	2.602	.369	1.949	35.084	.467	2.221	.459	2.642	47.549	.633	1.528	.622	3.059	55.059	.734	1.111	.72	3.281	59.059	.787	.889	.772	3.281	59.059	.787	.889	.772	2.136	1.792	13.56	13.561	22.315	13.589	25.293	.536	.535	-1.831	.529	-2.395	0	0	0	0	0	2.718	.34	23.561	2.945	2.797	.35	24.049	3.006	2.808	.351	23.618	2.952	2.808	.351	23.618	2.952	2.792	.349	24.155	3.019	2.808	.351	23.619	2.952	2.786	.348	24.294	3.037	9	10	10	10	4	2	0	0	0	12	12	12	6	4	0	0	0	61	73	1.197	.135	15.693	8.577	0	0	0	22.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
10048-13-2	186.117	52.529	1.459	142	422	180	433	26	19.016	2.057	2.209	0	54	11	47	108.71	94.333	.195	5224	9378	5677	17679	22.247	55.172	1132	4.101	95.34	50.051	703.732	94.225	1.751	1730.5	30.109	4682	43269	6.148	71.355	40579	813.709	813.876	1113.512	814.112	1173.505	1.484	2.067	2.067	1.57	2.066	1.5	2.004	5.99	37.209	126.712	16.422	11.686	10.914	10.25	9.786	7.899	.684	.417	.254	.155	.098	.059	12.607	7.47	5.753	4.504	3.432	2.334	.525	.267	.134	.068	.034	.017	16.422	11.686	10.914	10.25	9.786	7.899	74.927	3.45	230.816	95.398	14.043	4.831	1.78	2.827	.8	.598	.382	.232	.125	.8	391	172	7.167	1.028	15.139	67	656	56	11	.757	2.255	2.975	7.922	3.97	4.56	821.214	8967.922	2.018	5.362	2.869	1.679	29.982	.233	.34	.724	1.459	52.529	.282	3.711	.26	3.135	112.844	.606	2.035	.558	4.549	163.753	.88	.621	.81	4.982	179.362	.964	.188	.887	5.038	181.362	.974	.132	.897	5.038	181.362	.974	.132	.897	2.604	8.46	70.259	70.274	98.229	70.295	104.055	1.5	1.496	-5.719	1.491	-7.167	0	0	0	0	0	4.409	.184	170.974	7.124	4.83	.201	147.803	6.158	4.824	.201	147.983	6.166	4.824	.201	147.986	6.166	4.771	.199	154.117	6.422	4.824	.201	147.991	6.166	4.76	.198	155.277	6.47	43	66	100	134	174	224	273	315	341	158.5	321.625	588.188	978.094	1634.891	2669.156	4098.398	5706.785	3757	118555.8	31.556	1294.412	50.62	24.324	0	0	57.459	94.786	0	46.573	46.48	104.418	0	66.87	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
10061-01-5	28.529	13.774	1.53	14	23.21	12	18.889	0	2.079	1.429	1.516	.354	10.667	0	2	10.289	8	.5	74	91.765	44	54.309	4.593	4.243	20	2	6.417	5.035	20	-3.876	2.094	17.5	2.717	20	35	5.433	10	20	11.824	11.71	16.732	15.322	15.459	2.191	3.589	3.619	2.659	2.871	2.849	.997	1.019	3.89	11.009	4.121	2.414	1.354	.707	.354	0	.824	.604	.451	.354	.354	0	4.13	2.198	1.077	.535	.303	0	.826	.55	.359	.267	.303	0	5.121	3.121	1.854	1.061	.795	0	22.263	1.509	10.69	11.405	5.312	4.312	4.312	4.58	1.649	.433	.2	.067	0	1	24	16	3.2	.64	1.6	6	10	4	9	1.522	1.522	1.846	3.146	1.522	2.291	18.464	62.929	1.522	2.311	2.002	1.049	8.593	.853	1.175	2.34	1.53	13.774	.483	1.639	.483	2.059	18.529	.649	1.111	.649	2.948	26.529	.93	.222	.93	2.948	26.529	.93	.222	.93	2.948	26.529	.93	.222	.93	2.948	26.529	.93	.222	.93	1.732	0	5.174	5.132	7.011	6.483	6.534	1.294	1.322	.067	.42	.385	0	0	0	0	0	2.155	.431	8.987	1.797	2.204	.441	9.74	1.948	2.199	.44	9.816	1.963	2.199	.44	9.814	1.963	2.196	.439	9.866	1.973	2.197	.439	9.856	1.971	2.197	.439	9.857	1.971	3	2	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	15	21	1.4	.068	8.85	5.614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	
10061-02-6	28.529	13.774	1.53	14	23.21	12	18.889	0	2.079	1.429	1.516	.354	10.667	0	2	10.289	8	.5	74	91.765	44	54.309	4.593	4.243	20	2	6.417	5.035	20	-3.876	2.094	17.5	2.717	20	35	5.433	10	20	11.824	11.71	16.732	15.322	15.459	2.191	3.589	3.619	2.659	2.871	2.849	.997	1.019	3.89	11.009	4.121	2.414	1.354	.707	.354	0	.824	.604	.451	.354	.354	0	4.13	2.198	1.077	.535	.303	0	.826	.55	.359	.267	.303	0	5.121	3.121	1.854	1.061	.795	0	22.263	1.509	10.69	11.405	5.312	4.312	4.312	4.58	1.649	.433	.2	.067	0	1	24	16	3.2	.64	1.6	6	10	4	9	1.522	1.522	1.846	3.146	1.522	2.291	18.464	62.929	1.522	2.311	2.002	1.049	8.593	.853	1.175	2.34	1.53	13.774	.483	1.639	.483	2.059	18.529	.649	1.111	.649	2.948	26.529	.93	.222	.93	2.948	26.529	.93	.222	.93	2.948	26.529	.93	.222	.93	2.948	26.529	.93	.222	.93	1.732	0	5.174	5.132	7.011	6.483	6.534	1.294	1.322	.067	.42	.385	0	0	0	0	0	2.155	.431	8.987	1.797	2.204	.441	9.74	1.948	2.199	.44	9.816	1.963	2.199	.44	9.814	1.963	2.196	.439	9.866	1.973	2.197	.439	9.856	1.971	2.197	.439	9.857	1.971	3	2	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	15	21	1.4	.068	8.85	5.614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	
