	"Activity"	"Structure Name"	"set"	"Min_dist"	"Avg_dist"	"Order"	"S_sCH3"	"S_ssCH2"	"S_aaCH"	"S_sssCH"	"S_aasC"	"S_aaaC"	"S_sNH2"	"S_ssNH"	"S_aaN"	"S_sssN"	"S_ssO"	"S_sCl"	"N_ssCH2"	"N_sssCH"	"N_aasC"	"N_aaaC"	"Apol"	"IC"	"BIC"	"CIC"	"MW"	"Rotlbonds"	"Hbond acceptor"	"Hbond donor"	"AlogP98"	"Fh2o"	"Foct"	"MolRef"	"JX"	"Kappa-3"	"PHI"	"SC-3_P"	"SC-3_C"	"CHI-0"	"CHI-3_C"	"CHI-V-1"	"CHI-V-3_P"	"CHI-V-3_C"	"RadOfGyration"	"Jurs-PPSA-1"	"Jurs-PNSA-1"	"Jurs-PPSA-2"	"Jurs-PNSA-2"	"Jurs-DPSA-2"	"Jurs-PPSA-3"	"Jurs-FPSA-1"	"Jurs-FPSA-3"	"Jurs-FNSA-3"	"Jurs-WNSA-1"	"Jurs-WPSA-3"	"Jurs-RPCG"	"Jurs-RNCG"	"Jurs-RPCS"	"Jurs-RNCS"	"Jurs-TPSA"	"Jurs-TASA"	"Jurs-RPSA"	"Shadow-XY"	"Shadow-XZ"	"Shadow-YZ"	"Shadow-XYfrac"	"Shadow-XZfrac"	"Shadow-YZfrac"	"Shadow-nu"	"Shadow-Xlength"	"Shadow-Ylength"	"Shadow-Zlength"	"Density"	"PMI-mag"	"PMI-X"
"23-6A"	6.958607315	"23-6A"	2	0.05	0.517865	294	6.40745210647583	0.2368324995040894	5.021330833435059	0	3.771423816680908	1.008453607559204	11.64639854431152	0	12.42219257354736	1.494717597961426	16.06563758850098	0	1	0	8	2	15248.18005561829	4.038172245025635	0.756233274936676	0.8198087215423584	398.4205999999999	7	7	4	0.8563027381896973	-46.4764518737793	-42.43999862670898	110.8269805908203	1.952316403388977	5.086804389953613	5.872570037841797	61	11	21.1290283203125	1.964021444320679	8.621365547180176	4.583606719970703	0.7965517640113831	4.535243200550529	456.2188794239999	170.24956458048	1407.484995992218	-525.2384744934216	1932.72347048564	40.42501518387391	0.7282392014955784	0.06452841411368014	-0.06966857971038661	106.6559798151735	25.32499636109896	0.07245507161665131	0.1241309304781781	0.6999919479175287	0.8416404732494087	137.35060371648	489.1178402879998	0.2192458455505188	105.5584240778688	68.09471740144996	55.30795117287865	0.6037735849056604	0.5028686173264486	0.6370170709793351	2.013642130650696	16.51279498259287	10.58761645519551	8.200461606977239	1.176612638898424	1508.518433893359	285.2897158396222
"25-10"	6.853871964	"25-10"	2	0.09375	0.475021	295	2.004162073135376	0.7815089821815491	13.91652488708496	0	2.658241033554077	1.220808029174805	11.46111679077148	0	12.36282730102539	2.094811916351318	0	0	1	0	4	2	11513.96009254456	3.748994588851929	0.7532215714454651	0.6433228254318237	280.3316	3	3	4	2.007100582122803	-34.20003509521484	-32.54999923706055	86.91788482666016	1.871037483215332	3.854848384857178	3.271384716033936	41	7	14.81962490081787	1.433619976043701	6.570894241333008	3.286977291107178	0.5949541330337524	4.000719016924043	352.855464192	153.821029824	738.9367528341542	-322.1262689706215	1061.063021804776	33.22734212460228	0.6964117506127241	0.06557900853311149	-0.05123536196914882	77.9375000971549	16.83551321316363	0.1067402662797746	0.1828725923449958	1.057003441974033	2.599841579663284	59.55160411200001	447.1248899039999	0.1175337810522536	81.77398322473995	59.07776073424109	41.77857035365802	0.6376089663760897	0.586692759295499	0.6883116883116883	2.112965018303708	14.58655729156252	8.792410070318606	6.903359575385984	1.125754866659221	813.0573279782566	122.6837909242534
"25-15"	7.522878745	"25-15"	2	0.05618	0.482801	296	6.70121955871582	0.5480641722679138	7.367946624755859	0	3.949686288833618	1.105253577232361	11.57312774658203	0	12.42802810668945	2.005959033966064	16.32071685791016	0	1	0	7	2	14232.62003326416	3.930270195007324	0.7516554594039917	0.824617326259613	370.4102	6	6	4	1.957902431488037	-45.00729751586914	-43.93000030517578	106.3074645996094	1.865815401077271	4.775510311126709	5.355286121368408	56	10	19.55167770385742	1.834994554519653	8.158010482788086	4.217649936676025	0.7401527762413025	4.556201024553438	474.5429525759998	138.98248898688	1367.592709853384	-400.535796542233	1768.128506395617	39.14502807077825	0.7734690697865121	0.06380343082604879	-0.05744537948603189	85.26929292518363	24.01647063211555	0.07756350990566099	0.1328855622933127	0.8055456783474434	1.918256335227985	96.92834023488001	516.5971013279999	0.1579858530201569	82.90426306884119	93.72602706937228	54.85943227988482	0.4981015662078785	0.6641749723145072	0.6763848396501457	2.052114135119027	17.01725892391311	9.780686733377554	8.292549928235879	1.146973311991452	1468.29050277991	215.0536426739311
"26-7"	6.638272164	"26-7"	2	0.107527	0.489916	297	5.242129325866699	0.5009629130363464	13.41721820831299	0	5.425720691680908	1.187570929527283	11.72230243682861	3.403496742248535	12.59815216064453	0	11.19985294342041	0	1	0	8	2	16397.56008338928	3.898068904876709	0.7140063643455505	1.008821725845337	405.4584	6	5	5	1.595101237297058	-49.12410354614258	-48.33999633789062	118.2143859863281	1.609100222587585	5.010177612304688	5.214803695678711	65	11	21.25035095214844	1.964021444320679	9.318813323974609	4.987432956695557	0.7909521460533142	5.088835148128426	517.6306248959999	156.01054406784	1521.494579527372	-458.5686865846678	1980.063266112039	42.92301363123664	0.7684070522177149	0.0637179192852162	-0.04490945879721222	105.0951252765444	28.91470907799708	0.07604818682602567	0.1302867012132582	0.7898080981427178	0.9118742953922571	78.61169885184	595.0294701119998	0.116696696214034	107.8143468877585	96.00681422161355	49.2812324515879	0.5051851851851852	0.622051282051282	0.5878442545109211	2.545696747605898	19.82171687214678	10.76675130693179	7.786362177972742	1.15349602705351	2191.994231665226	187.4550189409889
"28-11"	6.585026652	"28-11"	2	0.107692	0.5164530000000001	298	1.661691188812256	1.769841909408569	11.81992721557617	0	3.689099311828613	1.263544797897339	11.44878387451172	0	12.35881805419922	0	5.154960632324219	0	2	0	5	2	11986.90008163452	3.442862033843994	0.685505747795105	1.0165696144104	295.3432	4	4	4	2.675799608230591	-35.71910095214844	-35.31000137329102	88.6781005859375	1.732977628707886	4.308390140533447	3.843258142471313	42	7	15.52673244476318	1.439499378204346	6.960455417633057	3.516103029251099	0.5481972098350525	4.778889356015349	376.0781713919999	160.28006140608	776.7271137754376	-331.0318994043011	1107.759013179739	33.96308940221265	0.7011697563213879	0.06332165207017258	-0.05920572256434753	85.9675304885328	18.21638261213397	0.1082301612489717	0.185425639227089	1.019476397070014	2.717249357666943	80.72092636608001	455.6373064319998	0.1504981585627466	95.34675642157295	59.30676463668213	27.9088785810051	0.6079019754938735	0.6511827956989247	0.6725581395348837	3.779721626284394	18.55370149597026	8.453602126432447	4.908748138208589	1.127390805759748	1403.643902281423	76.52941642676602
"28-7"	5.677780705	"28-7"	2	0.103896	0.553247	299	3.20875358581543	0	9.248079299926758	0	3.618571281433105	1.140674233436584	11.44753742218018	0	12.28070831298828	0	10.52527618408203	0	0	0	6	2	13111.44009590149	3.720175266265869	0.7223995923995972	0.864787220954895	323.3536	4	5	4	2.214800119400024	-40.08637619018555	-39.5	96.25787353515625	1.864679455757141	4.601177215576172	4.366124153137207	47	8	17.10408401489258	1.568708539009094	7.193071365356445	3.495048761367798	0.5547547340393066	3.673231437193708	369.986734656	155.91349376064	867.866696943046	-365.7215689998348	1233.588265942881	33.93521121999441	0.7035302794409157	0.06452785031519238	-0.06399556444667119	81.9949419819569	17.84653533196198	0.0952953643068086	0.1632649993165746	0.8516041352970747	1.499779069630903	87.59205041663999	438.3081779999998	0.1665564030659556	78.60413088594672	62.19517662292097	54.9799262726563	0.5834316037735849	0.5575284090909091	0.5926243567753001	1.452214481855041	12.72800195767879	10.58510538195942	8.76454691556318	1.159556289788172	710.3868504358717	238.6071946479512
"23-6B"	6.853871964	"23-6B"	2	0.175824	0.5432630000000001	300	1.86813485622406	0.2778284549713135	6.60938549041748	0	3.344367742538452	1.032525658607483	11.5487232208252	0	12.32463455200195	1.492464542388916	0	11.95373153686523	1	0	7	2	15609.08011627197	3.829275608062744	0.7378429770469666	0.8145805597305298	377.2321999999999	4	4	4	2.234300136566162	-36.03279113769531	-32.90999603271484	101.0470123291016	1.940822958946228	4.295857906341553	4.605625152587891	52	10	18.1374626159668	1.966009855270386	8.001474380493164	4.576330661773682	0.9549964070320129	4.075748906641583	293.759454912	278.84759415744	675.1635278896786	-640.8907846297644	1316.054312519443	32.11137571777186	0.513021024434465	0.05607925325047425	-0.07367100254333832	159.6700980306045	18.38720009131341	0.09725729587711496	0.1666224082594243	1.010077992561945	1.239073963960364	102.81432135744	469.7927277119999	0.1795547601527548	86.08398856347439	74.4312336792437	48.19082562656109	0.6105823068309071	0.6263157894736842	0.6601063829787234	1.931202127130541	15.14937772058617	9.306435500201127	7.844532432809469	1.284930012959557	1392.892132047272	252.0909812506819
"24-4A"	7.928117993	"24-4A"	2	0.08247400000000001	0.507783	301	6.636946201324463	0.8246644735336304	5.43690299987793	0	4.606340408325195	1.129431009292603	11.75195693969727	0	12.61902809143066	1.994717597961426	16.33580780029297	0	2	0	8	2	14794.04002571106	4.04774284362793	0.7482807040214539	0.8591477274894714	408.459	8	6	4	3.63630199432373	-45.3800163269043	-44.63000106811523	118.9288711547852	1.984417676925659	5.506763935089111	6.32214879989624	62	11	21.83613586425781	1.964021444320679	9.085920333862305	4.792532444000244	0.8170680403709412	4.49783479621157	468.269805696	169.31622035328	1431.487799069224	-517.5949787165217	1949.082777785745	39.91024305665193	0.7344417640354728	0.06259585597248835	-0.06019657747754532	107.953656080732	25.44621326915157	0.07312195847110911	0.1252734514338652	0.7064347740424184	0.8493870668996588	92.94254204927999	544.6434839999999	0.1457725518628232	97.8623071545889	84.07126327870783	60.48199118728144	0.5478395061728395	0.5655371683740478	0.5934650455927052	1.75279516716835	16.14205392120611	11.06632216618409	9.209321330617133	1.141766530172198	1527.540926970861	296.409550774882
"9-13S"	7.769551079	"9-13S"	2	0.095238	0.465682	302	3.119845867156982	0.225252628326416	5.013454437255859	0	1.295505046844482	0.9232505559921265	11.47238731384277	2.95820426940918	12.16812038421631	0	4.953783988952637	0	1	0	7	2	13222.42008972168	3.736006736755371	0.7145029902458191	1.018880724906921	378.3561	4	4	5	2.787800312042236	-43.35819244384766	-42.84000015258789	100.1612091064453	1.837566375732422	5.135802268981934	4.747927188873291	54	13	19.76721954345703	3.079883337020874	7.860734939575195	4.087062358856201	0.8306952118873596	4.758124174775975	349.1762735999998	250.50774583296	954.3846851501611	-684.6993230844411	1639.084008234602	33.23018804516762	0.5822670978128927	0.05541282903718014	-0.07911939003962584	150.2254919201998	19.92761273343921	0.1522219755925609	0.1401108580706815	0.03676559653913978	0.9499886002604297	77.11233129599999	522.5716881369598	0.1285882711513885	90.623354388031	82.13806337077595	45.83234870761345	0.5796258847320526	0.6061046511627907	0.6358695652173914	2.169143515107982	17.14520035353575	9.119054201589208	7.904133697987361	1.250164371912194	1868.336886391201	203.5592148122938
"9-13T"	6.869666232	"9-13T"	2	0.213333	0.5312519999999999	303	2.040037393569946	1.817174434661865	16.76869201660156	0	4.099336624145508	3.91160249710083	11.6954460144043	0	12.66770935058594	0	0	0	2	0	5	4	14087.34014129639	3.703465461730957	0.7006970047950745	0.9403907060623169	329.4036	3	3	4	4.086799621582031	-34.38360595703125	-35.56999588012695	103.7063064575195	1.6715247631073	3.839999914169312	3.68773341178894	55	9	17.3885383605957	1.630688190460205	8.270732879638672	4.678154468536377	0.7194110155105591	4.388886587197455	368.3191733759999	184.522944144	734.841136511694	-368.145511027516	1102.98664753921	33.19096778390971	0.66622849761926	0.06003697390640463	-0.04450270758655828	102.0120551715936	18.34936491219474	0.1120392460330811	0.1919470307443767	1.163597812386612	1.427398455822069	52.379519808	500.4625977119998	0.09474589244931235	104.9039180335261	52.06420322937792	32.95195071044468	0.6925091671031954	0.6419277108433735	0.7365217391304347	3.385872676757445	16.57150158613688	9.141223330360866	4.894307367165071	1.11692532706068	1308.077789712007	140.8978175176117
"9-15A"	6.638272164	"9-15A"	2	0.064516	0.455019	304	0	0.6257579922676086	18.18238258361816	0	2.55219578742981	3.603662490844727	11.5117826461792	3.453157901763916	12.40439319610596	0	0	0	1	0	4	4	13445.94014549255	3.553508758544922	0.6771261096000671	1.031453728675842	316.3646	3	3	5	2.284100294113159	-40.30912017822266	-39	99.13327789306641	1.605818271636963	3.907727718353271	3.347726821899414	51	8	16.51829528808594	1.500667095184326	7.598083972930908	3.927298307418823	0.5899755358695984	4.617057173554078	368.8607852159999	190.468673472	813.1529951936321	-419.8878798842225	1233.040875077855	35.97825854221826	0.6594696193567635	0.06432391139671284	-0.05197094596850976	106.5347400301152	20.12369987495585	0.1013978776760751	0.1737202113006331	1.004100040668361	2.507720854949141	64.363404336	494.966054352	0.1150724377846557	81.80727480151964	75.99699468748268	41.67558092964872	0.5243161094224924	0.5456349206349206	0.538500506585613	2.016058722960095	16.75709452418826	9.311078853008196	8.311808745126488	1.148181248062992	1329.376235267191	137.5169515578645
"25-26"	5.537602002	"25-26"	2	0.042253	0.462547	305	0	0.6334702968597412	21.1513500213623	0	3.969624519348145	1.147011518478394	11.4904727935791	3.318400621414185	12.32428550720215	0	5.798718929290771	0	1	0	6	2	15035.58015632629	3.332429170608521	0.6199823021888733	1.422458291053772	358.4017999999999	5	4	5	2.935899972915649	-44.36820220947266	-43.55000305175781	108.9238662719727	1.388754963874817	5.538461685180664	4.505274295806885	52	8	18.63961791992188	1.643623352050781	8.417015075683594	3.996963977813721	0.581720769405365	5.382057708733716	415.4044688639998	203.6751304896	1050.932850370117	-515.2782504766953	1566.211100846813	40.34571990397171	0.671003323801554	0.06517048848984514	-0.05225133968169077	126.0911181817937	24.97721211378336	0.08835576659684286	0.1513753780543942	0.917630030225946	2.019621489083788	78.7090683456	540.3705310079997	0.1271388500409036	96.39255513799981	84.8999176812693	43.89707022840352	0.6010174418604651	0.5945723684210527	0.6964504283965728	2.544550597896663	19.06148883176085	8.413943626448395	7.491102298188594	1.153862961144908	2209.11826878626	146.7601213216824
"26-9"	6.769551079	"26-9"	2	0.123457	0.5085190000000001	306	10.69229412078857	0.6270003318786621	10.10408020019531	0	9.957269668579102	1.281144738197327	11.79130554199219	3.632477760314941	12.73354530334473	0	0	0	1	0	10	2	16830.80009269714	3.693344831466675	0.6765072345733643	1.213545799255371	401.5132	4	3	5	3.572701454162598	-42.15496444702148	-43.27999114990234	125.4528656005859	1.676650047302246	4.44612455368042	4.812938213348389	69	13	21.57662391662598	2.344932794570923	9.93936824798584	6.038216590881348	1.154783964157104	5.058407910394693	496.5439543679998	158.565599808	1231.641615962085	-393.3105839448661	1624.952199906951	36.04324199090656	0.7579555987281477	0.05501864804313827	-0.03443874862087982	103.8778393978689	23.61227219172047	0.09011823020040724	0.1543916731106646	0.848870662067042	1.046816295681207	52.94444232	602.1651118559998	0.08081769222033984	110.6866692341421	100.3763142992468	46.16066863681968	0.6316381638163816	0.5919871056873129	0.6263213530655392	2.377672768813348	20.07869768115673	8.72753131610526	8.444685048555959	1.097269516945655	2205.892022773857	166.0576437908947
"27-15"	7	"27-15"	2	0.054054	0.476141	307	3.961693286895752	0.6411935687065125	9.497481346130371	0	4.153879642486572	1.250838041305542	11.608078956604	0	12.51760673522949	2.062032461166382	0	6.251638889312744	1	0	6	2	13615.1600856781	3.882044315338135	0.7662802934646606	0.6415176391601562	328.8034999999999	3	3	4	3.157700061798096	-34.39545822143555	-34.14999771118164	96.76390075683594	1.941516399383545	3.819444417953491	3.917006015777588	48	9	16.56011199951172	1.768759250640869	7.477157115936279	4.12537145614624	0.8481739163398743	4.209178503189245	347.486846784	192.222063264	729.9011856112731	-403.7652466685007	1133.666432279774	31.25460539437952	0.6438412268441069	0.05791011564289321	-0.04977699401377016	103.7439602513911	16.86838901138091	0.1064176370860485	0.1823160200682017	1.028105933988539	1.395654059868348	52.529813952	487.1790960959999	0.09732989945881787	88.78377502561527	68.43354456287909	39.26896537706395	0.6674598453301607	0.6167247386759582	0.7073170731707317	2.39592459459959	16.30517279389604	8.157987920231573	6.805378111918826	1.187774682173289	1147.417069581711	138.9571549173583
"10-2C"	6.638272164	"10-2C"	2	0.103896	0.581755	308	1.852788209915161	0.08960080146789551	10.38798236846924	0	2.378358364105225	1.03990364074707	11.45898628234863	0	12.20420455932617	0	5.322213649749756	0	1	0	5	2	12441.04011154175	3.816402196884155	0.7470654845237732	0.7071597576141357	309.3268	4	5	4	2.186500072479248	-37.09647369384766	-31.8599967956543	89.05800628662109	1.796796321868896	4.158790111541748	3.860458612442017	46	8	16.39697647094727	1.563640832901001	6.953419208526611	3.502799987792969	0.5868468284606934	4.671964001721173	343.297963008	186.96978056064	787.4434527428102	-428.8639782982074	1216.307431041017	33.77741133167267	0.6474049518789222	0.06369878564431365	-0.06266292519023417	99.14404365341431	17.91107169043587	0.1277141439521997	0.1669561343510354	1.048774638489192	1.168523003154162	97.44900891264001	432.8187346559999	0.1837732166335813	98.45936118426793	52.11045678258409	26.64676091697225	0.6575052854122622	0.7056025369978859	0.7076446280991735	3.976752422196672	17.13746774302683	8.737981382637066	4.309412788025779	1.17293993705383	1280.53945167851	113.6682912418056
"29-2-PIRITREXIM"	8.823908741	"29-2-PIRITREXIM"	2	0.148148	0.558497	309	5.254148006439209	0.6239713430404663	7.478527545928955	0	4.993751049041748	1.224462985992432	11.63965797424316	0	12.54376792907715	0	10.74171257019043	0	1	0	7	2	12941.28005981445	3.740601301193237	0.7322273254394531	0.8443611860275269	325.3694	4	5	4	2.689400672912598	-39.80455780029297	-39.14999771118164	95.58150482177734	2.024422883987427	4.065599918365479	4.283243179321289	50	9	17.26721954345703	1.698729515075684	7.412144184112549	4.003013610839844	0.6908758878707886	4.148138960289503	398.8313978879999	139.54828612032	901.0763135312158	-315.2802352065747	1216.35654873779	33.61408370581599	0.7407994947332309	0.0624356466342748	-0.05496638276442479	75.12996218536051	18.09713976376642	0.09893890000419769	0.1695033529618765	1.003646168351612	1.112204006932784	79.16095357632	459.2187304319998	0.1470355511689343	91.03702388071532	58.02306678769653	51.20443419564783	0.5920512820512821	0.5249122807017544	0.6705465587044535	2.013631943929473	14.91925095049577	10.30651184306852	7.409125086375923	1.155611582203617	978.8232175906847	194.8661226188612
"24-3C"	7.356547324	"24-3C"	2	0.068965	0.460619	310	7.226231575012207	0.6123796105384827	7.496118068695068	0	4.858148097991943	1.229376792907715	11.67827033996582	0	12.58603286743164	2.071893692016602	10.74154853820801	0	1	0	7	2	13887.82004547119	4.026986598968506	0.775938868522644	0.6734530925750732	354.4108	5	5	4	2.460502624511719	-41.48274612426758	-40.61000061035156	104.8854827880859	1.894981384277344	4.543210029602051	4.875435829162598	54	10	18.84457015991211	1.903847932815552	8.045639038085938	4.340195655822754	0.8114773631095886	4.66146547046841	458.9621245439998	136.61795243712	1183.001933377585	-352.140825915305	1535.14275929289	36.53651132401018	0.7706136291032264	0.06134609389421937	-0.05361706170584146	81.36693062950292	21.76041822697555	0.08672228320354533	0.1485736955215842	0.85877387266143	1.03986464202366	86.39752864511999	509.1825483359999	0.1450645043115819	99.30153034541642	78.20767360540269	44.24131976668362	0.5906008884732289	0.5624119470273317	0.6153846153846154	2.338731721448929	18.03381532698824	9.323398077398474	7.710938010374118	1.142634405715085	1522.206754950791	157.7456724233266
"24-3E"	5.52	"24-3E"	2	0.034091	0.475467	311	7.915195465087891	1.793812394142151	7.625796318054199	0	4.992963790893555	1.231898307800293	11.7415599822998	0	12.65994834899902	2.094949245452881	11.44387435913086	0	3	0	7	2	14914.34003448486	4.110576629638672	0.7804714441299438	0.6967782974243164	382.4644	7	5	4	3.158103466033936	-40.99726104736328	-41.56999969482422	114.3815002441406	1.897731304168701	5.389030456542969	5.911024570465088	56	10	20.2587833404541	1.903847932815552	9.220705986022949	4.494554042816162	0.8114773631095886	4.954940844967148	515.0711005439998	151.4041843776	1366.19783586525	-401.5912900410206	1767.789125906271	35.64382333606766	0.7728285087189536	0.05348108796001427	-0.0431654588536769	100.9071469213834	23.75572731360087	0.08427386278689646	0.1443790318485173	0.7734651674723935	1.105241228301635	74.98489004160001	591.4903948799998	0.1125096334973933	110.143046010022	85.65246515843758	54.50358174452074	0.4944444444444445	0.6018748276812793	0.5944444444444444	2.429549828407054	18.59429636450967	11.98008315467423	7.653391647744518	1.112547171483158	1736.299209508059	263.5605625754312
"9-13E"	6.301029996	"9-13E"	2	0.028986	0.530689	312	4.102465629577637	0.8210821151733398	10.31901931762695	0	5.204317092895508	1.335918664932251	11.58612155914307	0	12.53011322021484	0	0	0	1	0	6	2	13375.26009178162	3.386265993118286	0.6742369532585144	1.073165655136108	311.4038	3	4	4	3.359099864959717	-32.66181182861328	-32.72999572753906	95.47821807861328	1.851348400115967	3.925619840621948	3.7664635181427	44	8	15.68986892700195	1.65407133102417	7.895577430725098	4.61070442199707	0.8326377272605896	4.739271759142168	364.2617341439999	171.00796944	686.7516822314036	-322.4055669639035	1009.157249195307	30.78864971131936	0.6805199915201929	0.05751988110884682	-0.04811183296337691	91.53538511265053	16.48023140472952	0.1185640782697578	0.203125454613047	1.202725953639411	1.377244197646454	53.012866368	482.2568372159999	0.09903954214677625	82.68154684388496	72.90003936675429	34.71802687443285	0.5553772070626003	0.5724094881398252	0.5773809523809523	2.475870689141201	17.75719846569516	8.383900050914288	7.172102542986424	1.152345584949728	1272.895809026381	88.94034926691897
"30-2"	6.823908741	"30-2"	2	0.064516	0.5798680000000001	313	3.738065719604492	2.667508840560913	8.012145042419434	0	6.068535804748535	1.311577796936035	11.71113204956055	0	12.67568016052246	2.335365772247314	5.479988098144531	0	3	0	7	2	13402.26006317139	4.183465480804443	0.8060899376869202	0.460390716791153	336.3956	3	4	4	2.551601409912109	-39.08456420898438	-38.12999725341797	101.7314910888672	1.672212958335876	3.45303201675415	3.651541471481323	58	10	17.55167770385742	1.766770839691162	8.16181755065918	4.796383380889893	0.7855139374732971	4.529562153461179	422.1589088639999	136.776970176	970.2528191137858	-314.3561315613393	1284.608950675125	34.61513738909598	0.7552904093204373	0.06193042652504112	-0.04886313469324845	76.44955605775041	19.34764224466472	0.09725912451059315	0.1666255422448354	0.96311572899418	1.093321120224301	70.81172683200001	488.1241522079999	0.1266902510420742	94.17649129253762	75.23873243113631	37.46342666658599	0.6839527513684817	0.655090228123936	0.7397047397047397	2.718737691260189	17.67070304219127	7.792244596777144	6.499598361032229	1.142946404897555	1361.668506662245	115.8656894866961
"26-5"	6.327902142	"26-5"	2	0.343137	0.589195	314	3.67209792137146	0.6750184893608093	11.96859073638916	0	3.404181003570557	3.529054164886475	11.68265533447266	0	12.6200704574585	0	5.282686710357666	0	1	0	5	4	13668.74009513855	3.913270235061646	0.743009090423584	0.7305859327316284	334.3798	3	4	4	2.259000778198242	-39.92911911010742	-38.46999740600586	99.11729431152344	1.739208459854126	3.575253963470459	3.50617790222168	57	10	17.55167770385742	1.834812164306641	7.866260528564453	4.453397274017334	0.7690584063529968	4.387643712152238	392.0839950719999	155.81514408768	888.3467734585699	-353.0311946643416	1241.377968122912	34.03089875400664	0.7156134533690715	0.06211161201348168	-0.05373297558508437	85.37098331368134	18.64550013215046	0.09865881524991629	0.1690235097545834	0.9769762708564788	1.330866592524606	76.37004912767999	471.5290900319999	0.1393870580720564	90.86455638910647	65.95463747338582	43.65587120187654	0.6372222222222222	0.5895833333333333	0.6969135802469136	2.276354339929116	15.95768921080622	8.935803197247974	7.010195614494328	1.157489444089567	1186.391495725259	178.7605731042931
"18-3"	6.721246399	"18-3"	2	0.177419	0.533682	315	0	0.6413325071334839	20.53532409667969	0	6.113653659820557	1.216018915176392	11.72082328796387	0	12.67097473144531	2.293514013290405	0	0	1	0	7	2	15843.02019500732	3.60701060295105	0.6587264537811279	1.200344324111938	366.4244	2	3	4	3.757100582122803	-38.58180618286133	-38.94999694824219	115.2689743041992	1.59710431098938	4.1259765625	3.686679840087891	64	10	19.08721351623535	1.772832632064819	9.001987457275391	4.892938137054443	0.7371277213096619	4.275477019896249	386.4348956159999	196.39806648	886.4602740953634	-450.5263013447361	1336.986575440099	36.74408354694363	0.6630285532003752	0.06304393528945849	-0.04697652757894827	114.4672668364655	21.41566305316805	0.09744413475413183	0.1669464500826721	0.9649478067192651	2.044796640482416	58.23929496	524.5936671359998	0.09992450452794958	87.18529892474733	84.93784617488691	51.84884407541744	0.5339550454328073	0.6832395247029394	0.6792357968828557	2.139045652617114	16.30700325566045	10.01300443260651	7.62349472799185	1.160353069316962	1224.021495514903	208.3300476445137
"10-18C"	5.070581074	"10-18C"	2	0.275362	0.568372	316	1.838767051696777	-0.0847322940826416	1.55907416343689	0	1.934277296066284	1.10226833820343	11.18245315551758	0	11.89083766937256	0	0	0	1	0	4	2	7831.720014572144	3.589898347854614	0.8110446333885193	0.3169922530651093	205.2188	2	4	5	0.1430999636650085	-39.58919525146484	-34.67999649047852	59.73379516601562	2.758284330368042	2.097814798355103	2.124947309494019	31	6	10.99963474273682	1.161271929740906	4.412039279937744	2.30488657951355	0.4618468284606934	3.20860643260784	265.1746648319999	113.0015173056	486.6093450795556	-207.3636815253345	693.9730266048902	31.67974175328131	0.7011934578564117	0.0837697963267147	-0.07520704040551821	42.73448239038774	11.98052378736105	0.1218122300531688	0.2134152147970858	1.294517224561682	4.801990042214358	103.5434791776	274.6327029599999	0.2737969339907438	63.58864489280257	37.05343287100474	24.19905709714457	0.6503968253968254	0.6883116883116883	0.7170454545454545	2.897006036057604	12.48809957192047	7.828973164043141	4.310691595560126	1.186661548830906	339.3551212995224	66.4892071355971
"28-12"	5.214670165	"28-12"	2	0.234694	0.574418	317	4.846723556518555	3.523027420043945	3.979614734649658	0.426959216594696	5.423149585723877	0	11.6555004119873	3.313493490219116	8.281885147094727	0	16.21631050109863	0	4	1	8	0	13494.07999038696	3.536414384841919	0.6951233744621277	1.16402530670166	359.4272	6	5	5	2.433700799942017	-44.5081672668457	-45.34000396728516	103.95849609375	1.647852778434753	4.899408340454102	5.553369998931885	52	9	18.68143463134766	1.704791307449341	8.499000549316406	4.673148632049561	0.757432222366333	4.862990943470673	506.2884435839998	121.28995283328	1392.359620886662	-333.5632764250585	1725.922897311721	41.70095723043625	0.8067333841864215	0.06644740715821117	-0.05351817222071917	76.1189541006374	26.17061986774276	0.08124262605486554	0.1393526011846018	0.8437556061567277	1.82873693889559	87.32429310528001	540.254103312	0.1391448360934618	101.6933348698304	85.47071542342627	48.18591370646381	0.4933971291866029	0.6210526315789474	0.6113022113022113	2.614759439920403	18.96969447457504	10.86514521453025	7.2548526587029	1.117264218810148	1867.081762511371	166.1071252404606
"32-8"	5.853871964	"32-8"	2	0.139785	0.590024	318	3.329951286315918	3.118288993835449	5.809387683868408	0	5.354011058807373	0	11.66152954101562	0	8.355013847351074	2.28723931312561	10.75124454498291	0	4	0	7	0	12074.60001564026	3.675310850143433	0.7418581247329712	0.8482511043548584	315.3742	4	5	4	1.459300518035889	-37.90730667114258	-36.22999572753906	91.19608306884766	1.749001622200012	4.158790111541748	4.422446250915527	46	8	16.39697647094727	1.568708539009094	7.443900108337402	4.070121288299561	0.6768729090690613	4.119469515741043	437.0181742079999	115.9622742432	979.4346488308266	-259.8918649246315	1239.326513755458	34.16714327484328	0.7902958873718054	0.06178725372757641	-0.05274754651915906	64.12487041442576	18.89376221041923	0.09891358641846945	0.1710059540772142	0.8839382675513291	2.094518333432186	86.09200427520001	466.888444176	0.1556872481049347	90.45280381420967	64.04606591876181	48.83314974940674	0.593035343035343	0.6137387387387387	0.6634615384615384	2.0722515392791	14.70536119625485	10.37207767644102	7.096320556417872	1.12958036944744	941.8017788739014	187.6133199962913
